x,evmSampleDeltaMs,logDeltaMs,DATA0_pF,DATA1_pF,DATA2_pF,DATA3_pF,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
206699,20.596999999135733,62.1250009983778,54.94544664397436,54.96398523321492,Infinity,Infinity,33962364,33956636,0,0,5.060786604881287,5.059933066368103,0,0,
206700,17.947499997913837,66.93899999931455,54.94498071092001,54.96372624977029,Infinity,Infinity,33962508,33956716,0,0,5.060808062553406,5.059944987297058,0,0,
206701,20.665800005197525,60.13130000606179,54.945491943337416,54.96341547205292,Infinity,Infinity,33962350,33956812,0,0,5.0607845187187195,5.059959292411804,0,0,
206702,20.38909899815917,62.23749899491668,54.94544664397436,54.96418918396589,Infinity,Infinity,33962364,33956573,0,0,5.060786604881287,5.059923678636551,0,0,
206703,20.817399997264147,62.33220100030303,54.945860811664836,54.96398523321492,Infinity,Infinity,33962236,33956636,0,0,5.0607675313949585,5.059933066368103,0,0,
206704,20.83440000191331,70.02940000221133,54.94674093355583,54.9646553613737,Infinity,Infinity,33961964,33956429,0,0,5.060727000236511,5.059902220964432,0,0,
206705,20.46449999883771,61.94669999927282,54.94714864424572,54.96450320559557,Infinity,Infinity,33961838,33956476,0,0,5.060708224773407,5.059909224510193,0,0,
206706,20.594999998807907,62.22360000014305,54.94974062546833,54.96564277060655,Infinity,Infinity,33961037,33956124,0,0,5.060588866472244,5.0598567724227905,0,0,
206707,20.55409900099039,62.22259899973869,54.9574076208971,54.97952759025444,Infinity,Infinity,33958668,33951836,0,0,5.060235857963562,5.059217810630798,0,0,
206708,20.688198998570442,62.19519999995828,54.96092610816611,54.97818032507973,Infinity,Infinity,33957581,33952252,0,0,5.060073882341385,5.059279799461365,0,0,
206709,20.684300005435944,62.183801002800465,54.95476978629015,54.97683634786602,Infinity,Infinity,33959483,33952667,0,0,5.060357302427292,5.059341639280319,0,0,
206710,20.964699998497963,62.512099996209145,54.98175910713864,54.97735126343263,Infinity,Infinity,33951147,33952508,0,0,5.059115141630173,5.059317946434021,0,0,
206711,20.71059999987483,61.84390000253916,55.02853237140398,54.97859486293586,Infinity,Infinity,33936715,33952124,0,0,5.056964606046677,5.059260725975037,0,0,
206712,20.764399997889996,62.407899998128414,55.079258885354484,54.983103264871986,Infinity,Infinity,33921084,33950732,0,0,5.054635405540466,5.059053301811218,0,0,
